"Guid","Amount","CloseDate","ContactId","Description","ForecastCategoryName","IsExcludedFromTerritory2Filter","LeadSource","Name","NextStep","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
06de397c-14fe-4257-be8f-7daa0709d4d7,11250.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Jazzy - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
06e6b020-d3f5-4bbb-909c-fe688a4c931e,32395.00000002,2023-09-07,"#N/A","#N/A",Closed,false,"#N/A",Aivee - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
07096efa-097e-4585-bb47-f222f48bbdfb,72395.0,2023-04-24,"#N/A","#N/A",Omitted,false,"#N/A",Kamba - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
07160b51-5a9b-412b-80a7-09f3b7b07b8a,32395.00000002,2023-09-07,"#N/A","#N/A",Closed,false,"#N/A",Livefish - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0790eb57-fec6-43c2-b87e-8e777c393aca,32395.00000002,2023-09-07,"#N/A","#N/A",Closed,false,"#N/A",Yakidoo - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
07a467df-af51-4e95-b23b-01e7b12e641f,32395.00000002,2023-09-20,"#N/A","#N/A",Closed,false,"#N/A",Twimm - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
07a4ee8e-56f1-48b8-a1b3-596fa16b911d,75000.0,2023-11-11,"#N/A","#N/A",Pipeline,false,"#N/A",Tagopia - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
09cb8d6c-fe45-4b5c-9fc7-c7ebab40d641,34995.0,2024-01-07,"#N/A","#N/A",Pipeline,false,"#N/A",Rhynyx - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
0a1fa038-1f94-48f8-8bf2-c46b35984d56,32395.00000002,2023-09-07,"#N/A","#N/A",Closed,false,"#N/A",Fanoodle - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0a67ad3c-f54e-4719-8b28-d7fcdb0653e6,83690.0,2023-09-13,"#N/A","#N/A",Pipeline,false,"#N/A",Bluezoom - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0a93b2de-23d9-48c2-b7ac-247194fe73cd,100082.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Shufflester - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0b00340a-d272-4fd5-8f54-dd4eaf6d51a3,100082.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Edgeclub - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0bdd069c-e36e-47b1-bacd-302062f9d32c,75000.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Oyoba - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0be573cd-6f65-4210-b4fd-8f3e20f32b45,72395.0,2023-11-22,"#N/A","#N/A",Pipeline,false,"#N/A",Tazz -SOW 3,"#N/A",20.0,false,false,"#N/A",false,"#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
0c2f0094-f92a-454a-a8ba-ff415fdff272,32395.00000002,2023-09-07,"#N/A","#N/A",Closed,false,"#N/A",Voonix - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0d1c2463-eedd-4069-8f45-970e5e8af05d,72395.0,2023-04-24,"#N/A","#N/A",Omitted,false,"#N/A",Quinu - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0d314e89-2393-4191-a791-09ddeda902a0,11550.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Rhycero - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0d493c4b-1be9-4d36-af17-6fbdba814082,72395.0,2023-04-24,"#N/A","#N/A",Omitted,false,"#N/A",Eazzy - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0dc5ae86-8187-46a4-82b9-824c608ce654,75000.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Trilith - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0e7972d5-d663-4803-beab-9037432cf833,32395.00000002,2023-09-07,"#N/A","#N/A",Closed,false,"#N/A",Digitube - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0f01098c-e4a6-45c8-b2b1-2a4662d0565c,72395.0,2023-11-07,"#N/A","#N/A",Pipeline,false,"#N/A",Tazz - SOW 2,"#N/A",20.0,false,false,"#N/A",false,"#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
0fcb7e42-7363-4824-97fa-4aee80866ed3,34995.0,2023-09-16,ea546301-92da-497c-b62f-92a0819b78d9,"#N/A",Pipeline,false,"#N/A",Yodel - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
103493dc-826f-4eda-9abc-74a62dfc2132,34995.0,2023-09-10,"#N/A","#N/A",Pipeline,false,"#N/A",Jaxworks - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
1081c90f-2093-4297-906b-8cc161cd6c9c,18050.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Oloo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
109a7fce-ec99-4b82-9b14-3454540d41f5,72395.0,2021-11-05,"#N/A","#N/A",Closed,false,"#N/A",Livefish - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
110dd505-8aa4-48c4-a29c-399875e5cc94,"#N/A",2023-12-08,"#N/A","#N/A",Pipeline,false,"#N/A",Dynazzy - New Sale,"#N/A",90.0,false,false,"#N/A",false,"#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A",false,"#N/A"
11205e1d-e229-4289-9bfe-44a9e500f6ff,11550.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Browsedrive - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
115b48fd-5867-463d-a946-2efea6b5c371,100082.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Oozz - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1188e126-4b71-408f-8423-28ebb9b53546,75000.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Thoughtworks - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
11e4528b-4600-4946-8aef-8307963273bd,72395.0,2023-11-13,"#N/A","#N/A",Pipeline,false,"#N/A",Tazz - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
11eec277-8d80-4101-9aa4-f208324db515,11250.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Devcast - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1211ad90-cc1b-4958-8b32-d18e31b56342,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Edgetag - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
12429504-ba46-4615-8db0-94348f0b9e84,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",JumpXS - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
12431410-44b6-4c59-874e-e12a56c01f10,29995.0,2023-06-25,80efbedc-3a4a-415c-9faf-144f4810b585,"#N/A",Closed,false,"#N/A",Fiveclub - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
12944fcc-6f9e-4606-8c6c-26eea53884f7,18350.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Brightdog - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
12988905-ba18-4586-ae55-dde50b6f3478,18050.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Twinder - Cross-sell-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
133d2501-5b9f-462f-b852-456145c9d4c8,72395.0,2023-04-09,"#N/A","#N/A",Omitted,false,"#N/A",Myworks - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
134b2399-e308-458c-b018-603d8ddf88f1,18050.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Voomm - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
138e499c-711e-4e83-8305-0a78c6fd451c,18050.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Topicblabh-Sto Associates - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
139b8acc-6160-4556-bcbb-9b229ac90dc7,34350.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Topicstorm - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
13b37580-f1fe-4662-a488-67278cd97dda,34995.0,2023-09-17,"#N/A","#N/A",Pipeline,false,"#N/A",Feedbug - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
140ebe10-d34d-468b-aa87-0d9abe6a3a14,100082.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Kazu - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
14689dd5-bf76-4d8e-9f96-1154f6820dfe,22975.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Divavu - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
14b9a52b-5491-4e9e-b38f-cb3fbfa48f5b,43495.0,2023-10-08,e5103d9a-ad8a-47bc-b636-942d0a58d332,"#N/A",Pipeline,false,"#N/A",Shufflester - SOW 1,"#N/A",90.0,false,false,"#N/A",false,"#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A",false,"#N/A"
14d43ab4-6eb1-424f-9f40-eb2cd169da32,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Voomm - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
14db55ad-2680-4f58-b606-4d8041363d99,18350.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Edgetag - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1503b67f-5fbd-4e03-b6b9-466588760f1f,75000.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Meeveo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
156f2d9d-ea70-4c66-bfb5-86144b18d2fd,32395.00000002,2023-09-07,"#N/A","#N/A",Closed,false,"#N/A",Bubblemix - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1618d9f4-3c25-4042-b862-dd723d01b8db,11550.0,2023-11-06,"#N/A","#N/A",Pipeline,false,"#N/A",Kimia - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
17de133b-bf89-4112-96a7-94a718c30c7d,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Thoughtstorm - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
18181b06-6cb2-4544-91ec-5d6f7f6dc2fa,72395.0,2022-11-06,"#N/A","#N/A",Closed,false,"#N/A",Meembee -Complete Starter Package,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1832f4ba-f2c7-4817-849d-38f20d4abf8d,34995.0,2023-07-15,"#N/A","#N/A",Pipeline,false,"#N/A",Dynava - Additional Sale,"#N/A",70.0,false,false,"#N/A",false,"#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
184fa014-fae7-4e76-8d9a-a287a43fb30a,108710.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Bluezoom - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
18706cee-1ea2-4a0e-ac4e-cc27755ed618,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Photolist - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1973a072-94cf-4fe2-870d-56076b9a4d17,18050.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Gabtype - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1999171d-0ecd-4a1a-a524-8169480b92b4,18050.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Zazio - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
19ec8bce-de64-4085-aad0-8ee0a2683ecb,29995.0,2023-05-10,c2eabc5a-0bb4-45c0-af61-76b6acb3ec58,Some people like putting there notes into these long description fields to describe the deal. This can be unruly in a grid and out-of-box Salesforce doesn't even allow Long Notes fields to be displayed in a grid.,Closed,false,"#N/A",Skyvu - Additional Sale,Call to check on Quote,100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1a50a8a9-7c85-41b1-9f9a-69caab8cb17c,75000.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Browsecat - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1ac2163b-1d4a-4665-8f04-14591b0eeb2f,11250.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Babblestorm - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1bb90b37-be64-4100-be62-0dca88f64608,75000.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Trudoo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1bec7f64-7b31-4503-858b-201e7b4641b9,72395.0,2023-11-22,"#N/A","#N/A",Pipeline,false,"#N/A",Skyvu - SOW 3,"#N/A",70.0,false,false,"#N/A",false,"#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
1bf56424-1a2c-417f-8a2f-b18219567c1b,11250.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Kanoodle - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1c36086a-b435-498a-8a48-f239a1fb56a8,34350.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Avaveo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1c8cef74-faf8-47a2-b052-594805e18ce1,29995.0,2023-06-25,6d0be25f-72c5-4b0b-8b59-64fab574a0cb,"#N/A",Closed,false,"#N/A",Buzzbean - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1cb6334e-1334-442b-88ee-216434710264,70000.0,2021-05-25,"#N/A",The deal is at 20% because they are at the sales process stage of defining their requirements.  It is not clear whether our solutions are a good fit or not but they are willing to discuss this in detail.,Pipeline,false,Trade Show,Acme - 600 Widgets,Need estimate,20.0,false,false,"#N/A",false,"#N/A",false,Needs Analysis,New Business,"#N/A","#N/A",false,"#N/A"
1d1c4c24-df77-48ce-aab9-f92991065ca7,100082.0,2023-12-27,"#N/A","#N/A",Pipeline,false,"#N/A",Myworks - Upsell,"#N/A",20.0,false,false,"#N/A",false,"#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
1d1cf314-e708-4d4d-b11c-c69afd24e400,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Oodoo - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1d5a15e1-8849-4a80-b46d-b29b5d7daee2,32395.00000002,2023-09-07,"#N/A","#N/A",Closed,false,"#N/A",Shufflester - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1d5c0ce6-8b60-4f49-847e-ceaddae641eb,18050.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Tazzy - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1d650edd-ef6a-4522-9b2e-5c01ddfdeee5,11550.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Livefish - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1da963d0-3fb6-4fd2-aa6e-a9a628a6a240,73995.0,2023-11-13,"#N/A","#N/A",Pipeline,false,"#N/A",Mydo - Initial Sale,"#N/A",60.0,false,false,"#N/A",false,"#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A",false,"#N/A"
1db2ec53-44c9-4abd-9992-2f771210a812,72395.0,2023-04-24,"#N/A","#N/A",Omitted,false,"#N/A",Digitube - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
1db6979a-9fa9-4755-b716-8c155f05c6a3,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Zoombox - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1de9ced9-05af-44de-811c-7ee3c5cbee49,18350.0,2023-10-07,"#N/A","#N/A",Pipeline,false,"#N/A",Voolith - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
