"Guid","AccountSource","AnnualRevenue","BillingCity","BillingCountry","BillingGeocodeAccuracy","BillingLatitude","BillingLongitude","BillingPostalCode","BillingState","BillingStreet","Description","Fax","Industry","IsCustomerPortal","Jigsaw","Name","NumberOfEmployees","ParentId","Phone","ShippingCity","ShippingCountry","ShippingGeocodeAccuracy","ShippingLatitude","ShippingLongitude","ShippingPostalCode","ShippingState","ShippingStreet","SicDesc","Type","Website"
148386d0-900b-4161-bed5-b7815e951bea,"#N/A",4.4294E10,Atlanta,United States,"#N/A","#N/A","#N/A",30313-2499,GA,1 Coca Cola Plz NW,Transworld Consortium is the leader in Energy in Atlanta,"#N/A",Energy,false,"#N/A",Thoughtmix,"#N/A","#N/A",1.404.676.2121,Atlanta,US,"#N/A","#N/A","#N/A",30301-1734,GA,P.O. BOX 1734,"#N/A",Customer,"#N/A"
15f4fd6d-a41a-4b91-9193-7cfd45844b62,"#N/A",6.524859542E9,Palo Alto,United States,"#N/A","#N/A","#N/A",35265,CA,3500 Deer Creek Road,123 Warehousing is the leader in Shipping in Palo Alto,"#N/A",Shipping,false,"#N/A",Camimbo,"#N/A","#N/A",5552652358,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
16a8719e-bbd1-4c74-911b-f9cff0b22ece,"#N/A",5.9074E10,Mooresville,United States,"#N/A","#N/A","#N/A",28117-8520,NC,1000 Lowes Blvd,Finley Companies is the leader in Consumer Goods in Mooresville,"#N/A",Consumer Goods,false,"#N/A",Tazzy,"#N/A","#N/A",1.704.758.1000,Mooresville,US,"#N/A","#N/A","#N/A",28115-1000,NC,P.O. BOX 1000,"#N/A",Prospect,"#N/A"
18e72d27-8a46-49b5-abb1-cbef6a50c27d,"#N/A",7.3785E10,Minneapolis,United States,"#N/A","#N/A","#N/A",55403-2542,MN,1000 Nicollet Mall,"Equality Consulting, LLC is the leader in Services in Minneapolis","#N/A",Services,false,"#N/A",Shufflester,"#N/A","#N/A",1.612.304.6073,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",P.O. BOX 81226,"#N/A",Prospect,"#N/A"
1a35b6e2-8e8b-4741-9062-4eb4d4ba2698,"#N/A",7.20606185E8,Cranbourne East,Australia,"#N/A","#N/A","#N/A",3977,VIC,7 Dartmoor Dr,Milliways is the leader in Engineering in Cranbourne East,"#N/A",Engineering,false,"#N/A",Tavu,"#N/A","#N/A",(03) 6820 8401,Cranbourne East,Australia,"#N/A","#N/A","#N/A",3977,VIC,7 Dartmoor Dr,"#N/A",Prospect,"#N/A"
1b431c5c-0ae0-466a-a02d-d7c2fb88025c,"#N/A",7.41215097E8,Osaka,Japan,"#N/A","#N/A","#N/A","#N/A","#N/A","1006, Oaza Kadoma",TSM South is the leader in Healthcare,"#N/A",Healthcare,false,"#N/A",Flipbug,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
1c439fcb-ff4c-4080-93f3-fdb5a0703314,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Entertainment,false,"#N/A",Universal Studios,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
2096f0f9-0855-4d57-8f80-6bb937c6cb6a,"#N/A",8.0231577E7,Caringbah,Australia,"#N/A","#N/A","#N/A",1495,NSW,10/33-37 Gannons Rd,Nick Ciapetta Hospital is the leader in Healthcare in Caringbah,"#N/A",Healthcare,false,"#N/A",Twimm,"#N/A","#N/A",(02) 6905 6165,Caringbah,Australia,"#N/A","#N/A","#N/A",1495,NSW,10/33-37 Gannons Rd,"#N/A",Prospect,"#N/A"
210d0029-5cb0-4101-ab53-051b54aec1aa,"#N/A",5.45047272E8,Mead,USA,"#N/A","#N/A","#N/A",80547,CO,920 Sylvan Ave,Three Waters is the leader in Communications,"#N/A",Communications,false,"#N/A",Wikibox,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
214608cf-84ad-417f-b4db-b0ffdcbe0ba6,"#N/A",1.78663741E8,Canley Vale,Australia,"#N/A","#N/A","#N/A",2166,NSW,66 Beckenham St,Mr. Sparkle is the leader in Consulting in Canley Vale,"#N/A",Consulting,false,"#N/A",Trudoo,"#N/A","#N/A",(02) 6548 7709,Canley Vale,Australia,"#N/A","#N/A","#N/A",2166,NSW,66 Beckenham St,"#N/A",Customer,"#N/A"
2245a01b-2a51-464f-9a13-e8dd2d1063e8,"#N/A",2.9636E10,Deerfield,United States,"#N/A","#N/A","#N/A",60015-2565,IL,3 Parkway N Ste 300,SWD Logistics is the leader in Transportation in Deerfield,"#N/A",Transportation,false,"#N/A",Dynava,"#N/A","#N/A",1.847.943.4000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",23 Lundy Av,"#N/A",Prospect,"#N/A"
22e52891-6e2d-46f6-be3a-562b455ffe5f,"#N/A",4.93945873E8,Bacchus Marsh,Australia,"#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,PK South is the leader in Healthcare in Bacchus Marsh,"#N/A",Healthcare,false,"#N/A",Gigaclub,"#N/A","#N/A",(03) 6472 8807,Bacchus Marsh,Australia,"#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,"#N/A",Customer,"#N/A"
23385332-74e2-417e-97aa-f49a3a956714,"#N/A",4.8851E10,New York,United States,"#N/A","#N/A","#N/A",10017-5703,NY,235 E 42nd St,Procurabl Holdings Inc. is the leader in Manufacturing in New York,"#N/A",Manufacturing,false,"#N/A",Mybuzz,"#N/A","#N/A",1.212.733.2323,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
243fd177-1568-4393-b8bc-979133d5982f,"#N/A",5.25079613E8,Paris,France,"#N/A","#N/A","#N/A","#N/A",Paris,30 Avenue Montaigne,St. Francis South Side is the leader in Healthcare in Paris,"#N/A",Healthcare,false,"#N/A",Edgepulse,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
27739519-5160-4047-b476-525e2dd11f0d,"#N/A",7.4989E10,Mountain View,United States,"#N/A","#N/A","#N/A",94043-1351,CA,1600 Amphitheatre Pkwy,Roxxon is the leader in Retail in Mountain View,"#N/A",Retail,false,"#N/A",Fatz,"#N/A","#N/A",1.650.253.0000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
2782849b-1630-4380-a384-d43830fb088a,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Restaurant,false,"#N/A",McDonalds,205000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
297bc263-cce7-4fb5-b3cb-f77d5879ea14,"#N/A",2.21928169E8,Kingsgrove,Australia,"#N/A","#N/A","#N/A",1480,NSW,23 Lundy Av,Spacely Sprockets is the leader in Technology in Kingsgrove,"#N/A",Technology,false,"#N/A",Aibox,"#N/A",c824fb98-c4ce-4f4f-9e6a-750dca706147,(02) 6082 8265,Kingsgrove,Australia,"#N/A","#N/A","#N/A",1480,NSW,23 Lundy Av,"#N/A",Customer,"#N/A"
2a49bed8-ab25-4abd-83cb-b05e1f55bc92,"#N/A","#N/A",Broomfield,USA,"#N/A","#N/A","#N/A",80020,Colorado,1234 Hilltop Road,Adams Household is the leader in Healthcare in Broomfield,"#N/A",Healthcare,false,"#N/A",Gabtune,"#N/A","#N/A",(720) 562-5896,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
2b006368-d68e-4173-8846-2af52c9aceec,"#N/A",2.4638374E7,San Jose,United States,"#N/A","#N/A","#N/A",95113,CA,5565 Maple Wood Street,"#N/A","#N/A",Retail,false,"#N/A",Browsezoom,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
2c09162f-7fb8-45e0-9ec9-8217c25d6421,"#N/A",9.43474187E8,Woollahra,Australia,"#N/A","#N/A","#N/A",2025,NSW,6 Rush St,Rouster and Sideways is the leader in Insurance in Woollahra,"#N/A",Insurance,false,"#N/A",Browsecat,"#N/A","#N/A",(02) 8325 6428,Woollahra,Australia,"#N/A","#N/A","#N/A",2025,NSW,6 Rush St,"#N/A",Customer,"#N/A"
2c211320-3d38-4f52-9b86-d37ac614ff11,"#N/A",2.8711E10,San Antonio,United States,"#N/A","#N/A","#N/A",78259-1834,TX,19100 Ridgewood Pkwy,General Products is the leader in Consumer Goods in San Antonio,"#N/A",Consumer Goods,false,"#N/A",Pixoboo,"#N/A","#N/A",1.210.626.6000,Cary,US,"#N/A","#N/A","#N/A",27512-8016,NC,P.O. BOX 8016,"#N/A",Customer,"#N/A"
2c9e5185-9ce5-475e-9bfa-785ce0af68cb,"#N/A",4.8213E11,Bentonville,United States,"#N/A","#N/A","#N/A",72716-6299,AR,702 SW 8th St,Upward Financial Services is the leader in Financial Services in Bentonville,"#N/A",Financial Services,false,"#N/A",Photofeed,"#N/A","#N/A",1.479.273.4000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
2d51940b-df70-473c-9a8a-1f99471abce5,"#N/A",9488745.0,Carson City,United States,"#N/A","#N/A","#N/A",89714,NV,4 Weeping Birch Crossing,"#N/A","#N/A",Consulting,false,"#N/A",Flashset,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
2e4e0a47-0851-4eeb-921f-e0bf2b8cc22d,"#N/A",1.89091733E8,Riverview,Australia,"#N/A","#N/A","#N/A",2066,NSW,28a College Rd S,QWERTY Logistics is the leader in Manufacturing in Riverview,"#N/A",Manufacturing,false,"#N/A",Dynabox,"#N/A","#N/A",(02) 8954 8573,Riverview,Australia,"#N/A","#N/A","#N/A",2066,NSW,28a College Rd S,"#N/A",Prospect,"#N/A"
2f846903-683a-4a46-83ea-d959db1ae015,"#N/A",9.02787175E8,Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,350 Collins Street,Extensive Enterprise is the leader in Construction in Melbourne,"#N/A",Construction,false,"#N/A",Zoovu,"#N/A","#N/A",(03) 8967 7597,Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,350 Collins Street,"#N/A",Customer,"#N/A"
32a379c9-a2b4-4ec6-a58f-138c54ae832a,"#N/A",7.20606185E8,Turin,Italy,"#N/A","#N/A","#N/A","#N/A",Turin,"Via Nizza, 250",TF North is the leader in Healthcare in Turin,"#N/A",Healthcare,false,"#N/A",Realcube,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
33c66956-0404-4882-bbdc-b083dd702809,"#N/A",1.01752E11,Saint Louis,United States,"#N/A","#N/A","#N/A",63121-1824,MO,1 Express Way,Rhapsodic AG is the leader in Retail in Saint Louis,"#N/A",Retail,false,"#N/A",Zoomcast,"#N/A","#N/A",1.314.996.0900,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
35ed1fee-9bc5-4fb8-94d3-6cb021ea32ea,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",TX,"#N/A","#N/A","#N/A",Entertainment,false,"#N/A",Six Flags Entertainment,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
384f7f8a-4bd5-4814-b154-dedec1ad1cfe,"#N/A",7.451E10,Philadelphia,United States,"#N/A","#N/A","#N/A",19103-2838,PA,1701 JFK Blvd,Initech is the leader in Technology in Philadelphia,"#N/A",Technology,false,"#N/A",Topicstorm,"#N/A","#N/A",1.215.286.1700,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
386c3a3d-ac60-4c3a-baa6-c225cf5f4176,"#N/A",2.89485471E8,Berlin,Germany,"#N/A","#N/A","#N/A","#N/A",Berlin,1011 Centre Road,Strickland Propane is the leader in Biotechnology in Berlin,"#N/A",Biotechnology,false,"#N/A",Babblestorm,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
3a1a478b-3d25-4ca2-bb62-ad2f0b5575e7,"#N/A",5.4289E10,Louisville,United States,"#N/A","#N/A","#N/A",40202-4268,KY,500 W Main St Ste 300,Ankh-Sto Associates is the leader in Apparel in Louisville,"#N/A",Apparel,false,"#N/A",Topicblab,"#N/A","#N/A",1.502.580.1000,Louisville,US,"#N/A","#N/A","#N/A",40214-0601,KY,P.O. BOX 14601,"#N/A",Customer,"#N/A"
3ab996da-bd14-4811-a25f-fcf265c19af4,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Restaurant,false,"#N/A",KFC,500,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
3b153776-0681-4064-9935-7ce424feacbf,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",IN,"#N/A","#N/A","#N/A",Education,false,"#N/A",Saint Mary's College,350,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
3f9a3139-175b-419e-ad21-a4a1cec41cd1,"#N/A",3.9208E10,New York,United States,"#N/A","#N/A","#N/A",10282-2198,NY,200 West St Bldg 200,"Voltronics, Inc. is the leader in Energy in New York","#N/A",Energy,false,"#N/A",Buzzbean,"#N/A","#N/A",1.212.902.1000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
3fe79a67-ecfb-423c-955c-64cada7a398d,"#N/A",2.35005519E8,Cecil Hills,Australia,"#N/A","#N/A","#N/A",2171,NSW,19 Airlie Cr,NC North is the leader in Healthcare in Cecil Hills,"#N/A",Healthcare,false,"#N/A",Thoughtworks,"#N/A","#N/A",(02) 8210 6814,Cecil Hills,Australia,"#N/A","#N/A","#N/A",2171,NSW,19 Airlie Cr,"#N/A",Customer,"#N/A"
45693b99-3384-475a-90bd-ee336bf4642e,"#N/A",5.85033103E8,Hunters Hill,Australia,"#N/A","#N/A","#N/A",2110,NSW,6/10 Mount St,CG South is the leader in Healthcare in Hunters Hill,"#N/A",Healthcare,false,"#N/A",Jabberstorm,"#N/A","#N/A",(02) 6279 8265,Hunters Hill,Australia,"#N/A","#N/A","#N/A",2110,NSW,6/10 Mount St,"#N/A",Customer,"#N/A"
4685f521-6f7e-43b4-904c-3aaca8f85bfe,"#N/A",5.1403189E8,Kogarah,Australia,"#N/A","#N/A","#N/A",2217,NSW,2/2 Bowns Rd,Burleigh and Stronginthearm is the leader in Communications in Kogarah,"#N/A",Communications,false,"#N/A",Eamia,"#N/A","#N/A",(02) 8850 8728,Kogarah,Australia,"#N/A","#N/A","#N/A",2217,NSW,2/2 Bowns Rd,"#N/A",Customer,"#N/A"
474e9637-3db1-4be0-be3b-1e17c4cdb88a,"#N/A",1.90884E11,San Francisco,United States,"#N/A","#N/A","#N/A",94104-5284,CA,1 Post St FL 18,Save the Wild is the leader in Non Profit in San Francisco,"#N/A",Non Profit,false,"#N/A",Shuffletag,"#N/A","#N/A",1.415.983.8300,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3003 E 3rd Ave #201,"#N/A",Customer,"#N/A"
47d79212-decd-4189-84ed-7fab899a40c6,"#N/A",2.89485471E8,Ballarat Central,Australia,"#N/A","#N/A","#N/A",3350,VIC,50 Loch Av,Incom Corporation is the leader in Manufacturing in Ballarat Central,"#N/A",Manufacturing,false,"#N/A",Realbridge,"#N/A","#N/A",(03) 8300 7460,Ballarat Central,Australia,"#N/A","#N/A","#N/A",3350,VIC,50 Loch Av,"#N/A",Prospect,"#N/A"
47e6c942-9ddf-430f-aba5-a8f9ff709c1b,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Hospitality,false,"#N/A",Hyatt Hotels Corporation,100000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
490b77d3-f08a-41b8-bc83-8df5fb6156a4,"#N/A",5.29570951E8,Ballan,Australia,"#N/A","#N/A","#N/A",3342,VIC,18 McMahon Dr,Minuteman Cafe is the leader in Apparel in Ballan,"#N/A",Apparel,false,"#N/A",Agimba,"#N/A","#N/A",(03) 8664 6673,Ballan,Australia,"#N/A","#N/A","#N/A",3342,VIC,18 McMahon Dr,"#N/A",Customer,"#N/A"
4b58f00b-86dc-4248-acd4-cda33c1f04b3,"#N/A",6.3056E10,Purchase,United States,"#N/A","#N/A","#N/A",10577-1444,NY,700 Anderson Hill Rd,General Services Corporation is the leader in Hospitality in Purchase,"#N/A",Hospitality,false,"#N/A",Yamia,"#N/A","#N/A",1.914.253.2000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
4b839e66-d095-4f4b-b69e-b034fa96b3e4,"#N/A",5.6771552999E10,Boise,United States,"#N/A","#N/A","#N/A",83706-3999,ID,250 E Parkcenter Blvd,Spruik Communications is the leader in Communications in Boise,"#N/A",Communications,false,"#N/A",Skyvu,"#N/A","#N/A",1.208.395.6200,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
4bb85715-3695-4962-a190-36911a28c7ff,"#N/A",2.7079E10,Cincinnati,United States,"#N/A","#N/A","#N/A",45202-2424,OH,7 W 7th St,Capitol Museum of Art is the leader in Non Profit in Cincinnati,"#N/A",Non Profit,false,"#N/A",Quinu,"#N/A","#N/A",1.513.579.7000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",701 W Georgia St,"#N/A",Customer,"#N/A"
4cc737a5-ab6a-49d7-b100-4f2bb1428039,"#N/A",1.3162E11,New York,United States,"#N/A","#N/A","#N/A",10036-6704,NY,1095 Ave of The Americas,Colonial Movers is the leader in Services in New York,"#N/A",Services,false,"#N/A",Kazu,"#N/A","#N/A",1.212.395.1000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
50d40d22-8083-446f-98e9-7848b9330a5f,"#N/A",3.7897E10,New York,United States,"#N/A","#N/A","#N/A",10036-8200,NY,1585 Broadway,"Clearcoat, LLC is the leader in Automotive in New York","#N/A",Automotive,false,"#N/A",Dazzlesphere,"#N/A","#N/A",1.212.761.4000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",200 George Street,"#N/A",Prospect,"#N/A"
52f6271d-1dc6-47c2-90ee-da56975197df,"#N/A",3.46761E10,New York,United States,"#N/A","#N/A","#N/A",10017-4108,NY,708 3rd Ave Rm 1500,First Response Relief Services is the leader in Non Profit in New York,"#N/A",Non Profit,false,"#N/A",Browsetype,"#N/A","#N/A",1.212.485.3500,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",708 3rd Ave Rm 1500,"#N/A",Customer,"#N/A"
57611d34-1521-4f3c-b014-9383341a8952,"#N/A",6.52105621E8,Bavaria,Germany,"#N/A","#N/A","#N/A","#N/A",Essen,45131 Brüsseler Platz,Tessier-Ashpool is the leader in Government in Bavaria,"#N/A",Government,false,"#N/A",Eidel,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
5957a333-0a1e-49da-b0e4-77272cb513db,"#N/A",1.58331476E8,London,United Kingdom,"#N/A","#N/A","#N/A",SE1 7NA,"#N/A",Shell Centre,Videlectrix is the leader in Electronics,"#N/A",Electronics,false,"#N/A",Livefish,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
59923d6f-277a-492f-9f94-9b8b43f585b0,"#N/A",6.3491E10,Mc Lean,United States,"#N/A","#N/A","#N/A",22102-3107,VA,8200 Jones Branch Dr,Decorum Interior Design is the leader in Hospitality in Mc Lean,"#N/A",Hospitality,false,"#N/A",Tagtune,"#N/A","#N/A",1.703.903.2000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
5a717324-35ba-4a3b-a76f-815e6bb5a068,"#N/A",5.0687142E10,Bloomington,United States,"#N/A","#N/A","#N/A",61710-0001,IL,1 State Farm Plz,Delphi Energy is the leader in Energy in Bloomington,"#N/A",Energy,false,"#N/A",Pixonyx,"#N/A","#N/A",1.309.766.2311,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
5a73dc97-7ac2-477a-abe8-aa512c1af96c,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Restaurant,false,"#N/A",Shake Shack,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
5b932cf3-7a09-4931-8975-6b5142838e88,"#N/A","#N/A",Broomfield,USA,"#N/A","#N/A","#N/A",80020,Colorado,1234 Hilltop Road,Rachel Adams is the leader in Healthcare in Broomfield,"#N/A",Healthcare,false,"#N/A",Vimbo,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
5d3da024-d86a-492d-9184-f87a92b675e7,"#N/A",4.0704E10,Atlanta,United States,"#N/A","#N/A","#N/A",30354-1989,GA,1030 Delta Blvd,Taggart Transcontinental is the leader in Shipping in Atlanta,"#N/A",Shipping,false,"#N/A",Layo,"#N/A","#N/A",1.404.715.2600,Atlanta,US,"#N/A","#N/A","#N/A",30320-6001,GA,P.O. BOX 20706,"#N/A",Customer,"#N/A"
